sales_id,date,product_name,total_revenue,sales_location,sales_medium,sales_count,product_count
AT-5976,3-Oct-18,Smarties,$321.56,Australian Capital Territory,Online,1,1
AT-7089,12-Nov-18,Smarties,$382.81,Australian Capital Territory,Online,1,1
AT-10728,19-Jun-19,Smarties,"$1,914.06",Australian Capital Territory,Online,1,1
AT-6662,29-Oct-18,Nescafe,$926.10,Australian Capital Territory,Online,1,1
AT-15875,11-Feb-20,Nescafe,$851.99,Australian Capital Territory,Online,1,1
AT-20439,2-Sep-20,Nescafe,$831.65,Australian Capital Territory,Direct,1,1
AT-16956,14-Apr-20,Nescafe,$820.75,Australian Capital Territory,Online,1,1
AT-18814,4-Jul-20,Nescafe,$700.70,Australian Capital Territory,Online,1,1
AT-1233,24-Mar-18,Nescafe,$688.14,Australian Capital Territory,Direct,1,1
AT-12918,7-Sep-19,Nescafe,$619.36,Australian Capital Territory,Direct,1,1
AT-713,22-Feb-18,Nescafe,$617.40,Australian Capital Territory,Online,1,1
AT-8630,8-Mar-19,Nescafe,$611.52,Australian Capital Territory,Online,1,1
AT-15466,11-Jan-20,Nescafe,$600.25,Australian Capital Territory,Online,1,1
AT-21747,19-Oct-20,Nescafe,$580.65,Australian Capital Territory,Direct,1,1
AT-17881,31-May-20,Nescafe,$554.44,Australian Capital Territory,Direct,1,1
AT-19548,31-Jul-20,Nescafe,$554.44,Australian Capital Territory,Direct,1,1
AT-14249,26-Oct-19,Nescafe,$529.20,Australian Capital Territory,Online,1,1
AT-077,7-Jan-18,Nescafe,$514.50,Australian Capital Territory,Online,1,1
AT-7438,24-Nov-18,Nescafe,$428.75,Australian Capital Territory,Online,1,1
AT-6340,17-Oct-18,Nescafe,$398.13,Australian Capital Territory,Online,1,1
AT-18628,28-Jun-20,Nescafe,$343.00,Australian Capital Territory,Online,1,1
AT-18763,2-Jul-20,Nescafe,$257.25,Australian Capital Territory,Online,1,1
AT-16451,17-Mar-20,Nescafe,$238.88,Australian Capital Territory,Online,1,1
AT-6289,15-Oct-18,Nescafe,$180.08,Australian Capital Territory,Online,1,1
AT-14669,9-Nov-19,Nescafe,$156.56,Australian Capital Territory,Online,1,1
AT-19235,19-Jul-20,Nescafe,$130.46,Australian Capital Territory,Online,1,1
AT-20315,28-Aug-20,Nescafe,$130.46,Australian Capital Territory,Online,1,1
AT-15569,20-Jan-20,Nescafe,$286.65,Australian Capital Territory,Online,1,1
AT-18083,8-Jun-20,Nescafe,$249.90,Australian Capital Territory,Online,1,1
AT-18032,6-Jun-20,Nescafe,$248.26,Australian Capital Territory,Direct,1,1
AT-2964,16-Jun-18,Nescafe,$230.53,Australian Capital Territory,Direct,1,1
AT-9887,15-May-19,Nescafe,$224.14,Australian Capital Territory,Direct,1,1
AT-20568,7-Sep-20,Nescafe,$216.27,Australian Capital Territory,Direct,1,1
AT-19112,15-Jul-20,Nescafe,$216.23,Australian Capital Territory,Direct,1,1
AT-16725,2-Apr-20,Nescafe,$214.99,Australian Capital Territory,Online,1,1
AT-22578,17-Nov-20,Nescafe,$212.91,Australian Capital Territory,Direct,1,1
AT-16787,5-Apr-20,Nescafe,$207.91,Australian Capital Territory,Direct,1,1
AT-2279,18-May-18,Nescafe,$206.44,Australian Capital Territory,Direct,1,1
AT-11766,27-Jul-19,Nescafe,$200.54,Australian Capital Territory,Direct,1,1
AT-10795,22-Jun-19,Nescafe,$187.92,Australian Capital Territory,Online,1,1
AT-11252,8-Jul-19,Nescafe,$182.28,Australian Capital Territory,Online,1,1
AT-18839,5-Jul-20,Nescafe,$172.73,Australian Capital Territory,Online,1,1
AT-8078,3-Feb-19,Nescafe,$169.09,Australian Capital Territory,Direct,1,1
AT-8514,1-Mar-19,Nescafe,"$3,087.00",Australian Capital Territory,Online,1,1
AT-18841,5-Jul-20,Nescafe,"$3,025.75",Australian Capital Territory,Online,1,1
AT-7165,15-Nov-18,Nescafe,"$3,009.83",Australian Capital Territory,Online,1,1
AT-16024,20-Feb-20,Nescafe,"$2,910.78",Australian Capital Territory,Direct,1,1
AT-15478,12-Jan-20,Nescafe,"$2,744.00",Australian Capital Territory,Online,1,1
AT-8516,1-Mar-19,Nescafe,"$2,661.29",Australian Capital Territory,Direct,1,1
AT-22349,10-Nov-20,Nescafe,"$2,646.00",Australian Capital Territory,Online,1,1
AT-2862,12-Jun-18,Nescafe,"$2,619.71",Australian Capital Territory,Direct,1,1
AT-3882,19-Jul-18,Nescafe,"$2,614.95",Australian Capital Territory,Direct,1,1
AT-8271,15-Feb-19,Nescafe,"$2,611.70",Australian Capital Territory,Online,1,1
AT-4143,28-Jul-18,Nescafe,$12.81,Australian Capital Territory,Direct,1,1
AT-14227,25-Oct-19,Nescafe,$12.74,Australian Capital Territory,Online,1,1
AT-15046,22-Nov-19,Nescafe,$12.43,Australian Capital Territory,Online,1,1
AT-14278,27-Oct-19,Nescafe,$12.34,Australian Capital Territory,Online,1,1
AT-318,27-Jan-18,Nescafe,$12.31,Australian Capital Territory,Direct,1,1
AT-729,23-Feb-18,Nescafe,$12.10,Australian Capital Territory,Online,1,1
AT-9473,24-Apr-19,Nescafe,$11.94,Australian Capital Territory,Online,1,1
AT-21774,20-Oct-20,Nescafe,$13.17,Australian Capital Territory,Direct,1,1
AT-15283,30-Nov-19,Nescafe,$13.05,Australian Capital Territory,Online,1,1
AT-12551,25-Aug-19,Nescafe,$13.03,Australian Capital Territory,Direct,1,1
AT-9114,5-Apr-19,Nescafe,$12.94,Australian Capital Territory,Online,1,1
AT-21513,11-Oct-20,Nescafe,$12.10,Australian Capital Territory,Direct,1,1
AT-4899,25-Aug-18,Nescafe,$11.80,Australian Capital Territory,Direct,1,1
AT-21573,13-Oct-20,Nescafe,"$2,079.13",Australian Capital Territory,Direct,1,1
AT-16437,16-Mar-20,Nescafe,"$2,058.00",Australian Capital Territory,Online,1,1
AT-6689,30-Oct-18,Nescafe,"$2,006.55",Australian Capital Territory,Online,1,1
